,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
23,me,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,20.8571429,,,state,dsew-cpr
24,mi,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,415.1428571,,,state,dsew-cpr
25,mn,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,161.5714286,,,state,dsew-cpr
26,mo,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,290.1428571,,,state,dsew-cpr
27,mp,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,0.0,,,state,dsew-cpr
28,ms,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,150.4285714,,,state,dsew-cpr
29,mt,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,59.4285714,,,state,dsew-cpr
30,nc,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,326.5714286,,,state,dsew-cpr
31,nd,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,26.0,,,state,dsew-cpr
32,ne,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,71.1428571,,,state,dsew-cpr
33,nh,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,37.2857143,,,state,dsew-cpr
34,nj,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,435.0,,,state,dsew-cpr
35,nm,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,116.1428571,,,state,dsew-cpr
36,nv,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,171.4285714,,,state,dsew-cpr
37,ny,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,773.0,,,state,dsew-cpr
38,oh,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,679.2857143,,,state,dsew-cpr
39,ok,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,311.5714286,,,state,dsew-cpr
40,or,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,60.4285714,,,state,dsew-cpr
41,pa,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,752.7142857,,,state,dsew-cpr
42,pr,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,32.7142857,,,state,dsew-cpr
43,ri,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,38.8571429,,,state,dsew-cpr
44,sc,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,169.7142857,,,state,dsew-cpr
45,sd,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,32.8571429,,,state,dsew-cpr
46,tn,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,347.4285714,,,state,dsew-cpr
47,tx,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,1176.8571429,,,state,dsew-cpr
48,ut,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,79.4285714,,,state,dsew-cpr
49,va,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,217.4285714,,,state,dsew-cpr
50,vi,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,0.5714286,,,state,dsew-cpr
51,vt,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,4.7142857,,,state,dsew-cpr
52,wa,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,100.0,,,state,dsew-cpr
53,wi,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,343.7142857,,,state,dsew-cpr
54,wv,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,87.7142857,,,state,dsew-cpr
55,wy,confirmed_admissions_covid_1d_7dav,2020-12-16,2022-05-02,502,26.5714286,,,state,dsew-cpr
56,ak,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,14.2857143,,,state,dsew-cpr
57,al,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,347.7142857,,,state,dsew-cpr
58,ar,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,154.1428571,,,state,dsew-cpr
59,as,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,,,,state,dsew-cpr
60,az,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,465.2857143,,,state,dsew-cpr
61,ca,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,1997.1428571,,,state,dsew-cpr
62,co,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,211.4285714,,,state,dsew-cpr
63,ct,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,139.8571429,,,state,dsew-cpr
64,dc,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,30.2857143,,,state,dsew-cpr
65,de,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,51.7142857,,,state,dsew-cpr
66,fl,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,780.0,,,state,dsew-cpr
67,ga,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,474.0,,,state,dsew-cpr
68,gu,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,1.7142857,,,state,dsew-cpr
69,hi,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,5.7142857,,,state,dsew-cpr
70,ia,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,94.4285714,,,state,dsew-cpr
71,id,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,56.0,,,state,dsew-cpr
72,il,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,509.8571429,,,state,dsew-cpr
73,in,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,373.0,,,state,dsew-cpr
74,ks,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,156.8571429,,,state,dsew-cpr
75,ky,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,434.0,,,state,dsew-cpr
76,la,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,180.8571429,,,state,dsew-cpr
77,ma,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,230.5714286,,,state,dsew-cpr
78,md,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,213.1428571,,,state,dsew-cpr
79,me,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,19.8571429,,,state,dsew-cpr
80,mi,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,394.5714286,,,state,dsew-cpr
81,mn,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,150.1428571,,,state,dsew-cpr
82,mo,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,288.2857143,,,state,dsew-cpr
83,mp,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,0.0,,,state,dsew-cpr
84,ms,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,149.0,,,state,dsew-cpr
85,mt,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,56.5714286,,,state,dsew-cpr
86,nc,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,328.1428571,,,state,dsew-cpr
87,nd,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,26.0,,,state,dsew-cpr
88,ne,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,69.2857143,,,state,dsew-cpr
89,nh,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,35.8571429,,,state,dsew-cpr
90,nj,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,423.5714286,,,state,dsew-cpr
91,nm,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,114.7142857,,,state,dsew-cpr
92,nv,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,188.7142857,,,state,dsew-cpr
93,ny,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,773.7142857,,,state,dsew-cpr
94,oh,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,686.5714286,,,state,dsew-cpr
95,ok,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,320.7142857,,,state,dsew-cpr
96,or,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,62.4285714,,,state,dsew-cpr
97,pa,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,747.4285714,,,state,dsew-cpr
98,pr,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,34.4285714,,,state,dsew-cpr
99,ri,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,34.8571429,,,state,dsew-cpr
100,sc,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,177.8571429,,,state,dsew-cpr
101,sd,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,31.1428571,,,state,dsew-cpr
102,tn,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,349.0,,,state,dsew-cpr
103,tx,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,1186.8571429,,,state,dsew-cpr
104,ut,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,78.4285714,,,state,dsew-cpr
105,va,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,219.5714286,,,state,dsew-cpr
106,vi,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,0.5714286,,,state,dsew-cpr
107,vt,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,5.0,,,state,dsew-cpr
108,wa,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,100.5714286,,,state,dsew-cpr
109,wi,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,332.0,,,state,dsew-cpr
110,wv,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,84.5714286,,,state,dsew-cpr
111,wy,confirmed_admissions_covid_1d_7dav,2020-12-17,2022-05-02,501,24.2857143,,,state,dsew-cpr
112,ak,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,13.2857143,,,state,dsew-cpr
113,al,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,303.8571429,,,state,dsew-cpr
114,ar,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,153.2857143,,,state,dsew-cpr
115,as,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,,,,state,dsew-cpr
116,az,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,473.8571429,,,state,dsew-cpr
117,ca,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,2066.2857143,,,state,dsew-cpr
118,co,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,205.2857143,,,state,dsew-cpr
119,ct,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,130.5714286,,,state,dsew-cpr
120,dc,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,29.4285714,,,state,dsew-cpr
121,de,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,51.0,,,state,dsew-cpr
122,fl,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,795.4285714,,,state,dsew-cpr
123,ga,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,474.5714286,,,state,dsew-cpr
124,gu,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,1.7142857,,,state,dsew-cpr
125,hi,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,5.8571429,,,state,dsew-cpr
126,ia,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,89.4285714,,,state,dsew-cpr
127,id,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,55.8571429,,,state,dsew-cpr
128,il,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,501.8571429,,,state,dsew-cpr
129,in,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,370.2857143,,,state,dsew-cpr
130,ks,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,157.1428571,,,state,dsew-cpr
131,ky,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,421.7142857,,,state,dsew-cpr
132,la,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,176.7142857,,,state,dsew-cpr
133,ma,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,226.4285714,,,state,dsew-cpr
134,md,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,218.4285714,,,state,dsew-cpr
135,me,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,18.5714286,,,state,dsew-cpr
136,mi,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,381.5714286,,,state,dsew-cpr
137,mn,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,143.8571429,,,state,dsew-cpr
138,mo,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,287.2857143,,,state,dsew-cpr
139,mp,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,0.0,,,state,dsew-cpr
140,ms,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,142.5714286,,,state,dsew-cpr
141,mt,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,52.8571429,,,state,dsew-cpr
142,nc,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,331.5714286,,,state,dsew-cpr
143,nd,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,26.0,,,state,dsew-cpr
144,ne,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,64.0,,,state,dsew-cpr
145,nh,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,35.8571429,,,state,dsew-cpr
146,nj,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,419.5714286,,,state,dsew-cpr
147,nm,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,119.7142857,,,state,dsew-cpr
148,nv,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,181.0,,,state,dsew-cpr
149,ny,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,778.7142857,,,state,dsew-cpr
150,oh,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,682.4285714,,,state,dsew-cpr
151,ok,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,322.8571429,,,state,dsew-cpr
152,or,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,63.4285714,,,state,dsew-cpr
153,pa,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,733.0,,,state,dsew-cpr
154,pr,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,32.2857143,,,state,dsew-cpr
155,ri,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,37.7142857,,,state,dsew-cpr
156,sc,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,178.1428571,,,state,dsew-cpr
157,sd,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,32.4285714,,,state,dsew-cpr
158,tn,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,350.4285714,,,state,dsew-cpr
159,tx,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,1213.8571429,,,state,dsew-cpr
160,ut,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,88.8571429,,,state,dsew-cpr
161,va,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,225.8571429,,,state,dsew-cpr
162,vi,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,0.2857143,,,state,dsew-cpr
163,vt,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,5.5714286,,,state,dsew-cpr
164,wa,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,99.2857143,,,state,dsew-cpr
165,wi,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,326.1428571,,,state,dsew-cpr
166,wv,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,82.5714286,,,state,dsew-cpr
167,wy,confirmed_admissions_covid_1d_7dav,2020-12-18,2022-05-02,500,23.7142857,,,state,dsew-cpr
168,ak,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,13.1428571,,,state,dsew-cpr
169,al,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,347.4285714,,,state,dsew-cpr
170,ar,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,146.7142857,,,state,dsew-cpr
171,as,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,,,,state,dsew-cpr
172,az,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,464.5714286,,,state,dsew-cpr
173,ca,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,2091.4285714,,,state,dsew-cpr
174,co,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,198.0,,,state,dsew-cpr
175,ct,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,108.0,,,state,dsew-cpr
176,dc,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,30.4285714,,,state,dsew-cpr
177,de,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,47.5714286,,,state,dsew-cpr
178,fl,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,779.7142857,,,state,dsew-cpr
179,ga,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,479.4285714,,,state,dsew-cpr
180,gu,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,1.8571429,,,state,dsew-cpr
181,hi,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,6.2857143,,,state,dsew-cpr
182,ia,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,88.5714286,,,state,dsew-cpr
183,id,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,53.2857143,,,state,dsew-cpr
184,il,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,478.2857143,,,state,dsew-cpr
185,in,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,362.0,,,state,dsew-cpr
186,ks,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,146.0,,,state,dsew-cpr
187,ky,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,421.0,,,state,dsew-cpr
188,la,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,183.0,,,state,dsew-cpr
189,ma,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,222.4285714,,,state,dsew-cpr
190,md,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,206.2857143,,,state,dsew-cpr
191,me,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,16.8571429,,,state,dsew-cpr
192,mi,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,368.7142857,,,state,dsew-cpr
193,mn,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,137.7142857,,,state,dsew-cpr
194,mo,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,271.5714286,,,state,dsew-cpr
195,mp,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,0.0,,,state,dsew-cpr
196,ms,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,137.0,,,state,dsew-cpr
197,mt,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,51.1428571,,,state,dsew-cpr
198,nc,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,328.7142857,,,state,dsew-cpr
199,nd,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,25.0,,,state,dsew-cpr
200,ne,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,62.8571429,,,state,dsew-cpr
201,nh,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,35.8571429,,,state,dsew-cpr
202,nj,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,359.2857143,,,state,dsew-cpr
203,nm,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,118.2857143,,,state,dsew-cpr
204,nv,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,163.8571429,,,state,dsew-cpr
205,ny,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,746.5714286,,,state,dsew-cpr
206,oh,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,665.7142857,,,state,dsew-cpr
207,ok,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,320.4285714,,,state,dsew-cpr
208,or,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,62.8571429,,,state,dsew-cpr
209,pa,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,715.5714286,,,state,dsew-cpr
210,pr,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,27.8571429,,,state,dsew-cpr
211,ri,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,35.1428571,,,state,dsew-cpr
212,sc,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,177.0,,,state,dsew-cpr
213,sd,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,30.5714286,,,state,dsew-cpr
214,tn,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,342.7142857,,,state,dsew-cpr
215,tx,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,1127.8571429,,,state,dsew-cpr
216,ut,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,90.0,,,state,dsew-cpr
217,va,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,214.2857143,,,state,dsew-cpr
218,vi,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,0.2857143,,,state,dsew-cpr
219,vt,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,5.8571429,,,state,dsew-cpr
220,wa,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,101.4285714,,,state,dsew-cpr
221,wi,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,317.5714286,,,state,dsew-cpr
222,wv,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,80.4285714,,,state,dsew-cpr
223,wy,confirmed_admissions_covid_1d_7dav,2020-12-19,2022-05-02,499,25.2857143,,,state,dsew-cpr
224,ak,confirmed_admissions_covid_1d_7dav,2020-12-20,2022-05-02,498,10.5714286,,,state,dsew-cpr
225,al,confirmed_admissions_covid_1d_7dav,2020-12-20,2022-05-02,498,349.2857143,,,state,dsew-cpr
226,ar,confirmed_admissions_covid_1d_7dav,2020-12-20,2022-05-02,498,146.2857143,,,state,dsew-cpr
227,as,confirmed_admissions_covid_1d_7dav,2020-12-20,2022-05-02,498,,,,state,dsew-cpr
228,az,confirmed_admissions_covid_1d_7dav,2020-12-20,2022-05-02,498,456.1428571,,,state,dsew-cpr
229,ca,confirmed_admissions_covid_1d_7dav,2020-12-20,2022-05-02,498,2113.7142857,,,state,dsew-cpr
230,co,confirmed_admissions_covid_1d_7dav,2020-12-20,2022-05-02,498,185.2857143,,,state,dsew-cpr
231,ct,confirmed_admissions_covid_1d_7dav,2020-12-20,2022-05-02,498,93.7142857,,,state,dsew-cpr
232,dc,confirmed_admissions_covid_1d_7dav,2020-12-20,2022-05-02,498,27.7142857,,,state,dsew-cpr
233,de,confirmed_admissions_covid_1d_7dav,2020-12-20,2022-05-02,498,44.0,,,state,dsew-cpr
234,fl,confirmed_admissions_covid_1d_7dav,2020-12-20,2022-05-02,498,778.8571429,,,state,dsew-cpr
235,ga,confirmed_admissions_covid_1d_7dav,2020-12-20,2022-05-02,498,494.8571429,,,state,dsew-cpr
236,gu,confirmed_admissions_covid_1d_7dav,2020-12-20,2022-05-02,498,1.8571429,,,state,dsew-cpr
237,hi,confirmed_admissions_covid_1d_7dav,2020-12-20,2022-05-02,498,6.8571429,,,state,dsew-cpr
238,ia,confirmed_admissions_covid_1d_7dav,2020-12-20,2022-05-02,498,88.7142857,,,state,dsew-cpr
239,id,confirmed_admissions_covid_1d_7dav,2020-12-20,2022-05-02,498,51.2857143,,,state,dsew-cpr
240,il,confirmed_admissions_covid_1d_7dav,2020-12-20,2022-05-02,498,478.8571429,,,state,dsew-cpr
241,in,confirmed_admissions_covid_1d_7dav,2020-12-20,2022-05-02,498,358.2857143,,,state,dsew-cpr
