,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
57,de,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,,,,state,nchs-mortality
58,fl,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,322.0,,,state,nchs-mortality
59,ga,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,104.0,,,state,nchs-mortality
60,hi,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,20.0,,,state,nchs-mortality
61,ia,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,45.0,,,state,nchs-mortality
62,id,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,20.0,,,state,nchs-mortality
63,il,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,167.0,,,state,nchs-mortality
64,in,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,116.0,,,state,nchs-mortality
65,ks,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,36.0,,,state,nchs-mortality
66,ky,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,102.0,,,state,nchs-mortality
67,la,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,42.0,,,state,nchs-mortality
68,ma,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,106.0,,,state,nchs-mortality
69,md,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,71.0,,,state,nchs-mortality
70,me,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,35.0,,,state,nchs-mortality
71,mi,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,142.0,,,state,nchs-mortality
72,mn,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,69.0,,,state,nchs-mortality
73,mo,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,76.0,,,state,nchs-mortality
74,ms,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202151,98,63.0,,,state,nchs-mortality
75,mt,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,12.0,,,state,nchs-mortality
76,nc,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,143.0,,,state,nchs-mortality
77,nd,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,,,,state,nchs-mortality
78,ne,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,27.0,,,state,nchs-mortality
79,nh,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202252,151,17.0,,,state,nchs-mortality
80,nj,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,92.0,,,state,nchs-mortality
81,nm,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,23.0,,,state,nchs-mortality
82,nv,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,51.0,,,state,nchs-mortality
83,ny,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,293.0,,,state,nchs-mortality
84,oh,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,146.0,,,state,nchs-mortality
85,ok,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,67.0,,,state,nchs-mortality
86,or,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,41.0,,,state,nchs-mortality
87,pa,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,163.0,,,state,nchs-mortality
88,pr,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,94.0,,,state,nchs-mortality
89,ri,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,,,,state,nchs-mortality
90,sc,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,77.0,,,state,nchs-mortality
91,sd,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,18.0,,,state,nchs-mortality
92,tn,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,141.0,,,state,nchs-mortality
93,tx,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,322.0,,,state,nchs-mortality
94,ut,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,30.0,,,state,nchs-mortality
95,va,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,73.0,,,state,nchs-mortality
96,vt,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,,,,state,nchs-mortality
97,wa,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,81.0,,,state,nchs-mortality
98,wi,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,58.0,,,state,nchs-mortality
99,wv,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,39.0,,,state,nchs-mortality
100,wy,deaths_pneumonia_or_flu_or_covid_incidence_num,202006,202144,91,14.0,,,state,nchs-mortality
101,ak,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,0.0,,,state,nchs-mortality
102,al,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,83.0,,,state,nchs-mortality
103,ar,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,43.0,,,state,nchs-mortality
104,az,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,108.0,,,state,nchs-mortality
105,ca,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202218,116,508.0,,,state,nchs-mortality
106,co,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,57.0,,,state,nchs-mortality
107,ct,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,47.0,,,state,nchs-mortality
108,dc,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,13.0,,,state,nchs-mortality
109,de,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,,,,state,nchs-mortality
110,fl,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,301.0,,,state,nchs-mortality
111,ga,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,109.0,,,state,nchs-mortality
112,hi,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,26.0,,,state,nchs-mortality
113,ia,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,43.0,,,state,nchs-mortality
114,id,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,12.0,,,state,nchs-mortality
115,il,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,154.0,,,state,nchs-mortality
116,in,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,101.0,,,state,nchs-mortality
117,ks,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,44.0,,,state,nchs-mortality
118,ky,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,86.0,,,state,nchs-mortality
119,la,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,52.0,,,state,nchs-mortality
120,ma,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,108.0,,,state,nchs-mortality
121,md,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,83.0,,,state,nchs-mortality
122,me,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,25.0,,,state,nchs-mortality
123,mi,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,130.0,,,state,nchs-mortality
124,mn,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,58.0,,,state,nchs-mortality
125,mo,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,79.0,,,state,nchs-mortality
126,ms,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202204,102,56.0,,,state,nchs-mortality
127,mt,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,11.0,,,state,nchs-mortality
128,nc,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,167.0,,,state,nchs-mortality
129,nd,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,,,,state,nchs-mortality
130,ne,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,32.0,,,state,nchs-mortality
131,nh,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202252,150,12.0,,,state,nchs-mortality
132,nj,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,83.0,,,state,nchs-mortality
133,nm,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,38.0,,,state,nchs-mortality
134,nv,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,34.0,,,state,nchs-mortality
135,ny,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202218,116,283.0,,,state,nchs-mortality
136,oh,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,164.0,,,state,nchs-mortality
137,ok,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,86.0,,,state,nchs-mortality
138,or,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,42.0,,,state,nchs-mortality
139,pa,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,197.0,,,state,nchs-mortality
140,pr,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,89.0,,,state,nchs-mortality
141,ri,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,15.0,,,state,nchs-mortality
142,sc,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,86.0,,,state,nchs-mortality
143,sd,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,14.0,,,state,nchs-mortality
144,tn,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,131.0,,,state,nchs-mortality
145,tx,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,346.0,,,state,nchs-mortality
146,ut,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,19.0,,,state,nchs-mortality
147,va,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,67.0,,,state,nchs-mortality
148,vt,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,,,,state,nchs-mortality
149,wa,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,96.0,,,state,nchs-mortality
150,wi,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,89.0,,,state,nchs-mortality
151,wv,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202209,107,45.0,,,state,nchs-mortality
152,wy,deaths_pneumonia_or_flu_or_covid_incidence_num,202007,202144,90,,,,state,nchs-mortality
153,ak,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,,,,state,nchs-mortality
154,al,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,73.0,,,state,nchs-mortality
155,ar,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,65.0,,,state,nchs-mortality
156,az,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,91.0,,,state,nchs-mortality
157,ca,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,536.0,,,state,nchs-mortality
158,co,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,48.0,,,state,nchs-mortality
159,ct,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,49.0,,,state,nchs-mortality
160,dc,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,,,,state,nchs-mortality
161,de,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,15.0,,,state,nchs-mortality
162,fl,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,307.0,,,state,nchs-mortality
163,ga,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,103.0,,,state,nchs-mortality
164,hi,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,18.0,,,state,nchs-mortality
165,ia,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,48.0,,,state,nchs-mortality
166,id,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,21.0,,,state,nchs-mortality
167,il,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,157.0,,,state,nchs-mortality
168,in,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,118.0,,,state,nchs-mortality
169,ks,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,47.0,,,state,nchs-mortality
170,ky,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,86.0,,,state,nchs-mortality
171,la,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,49.0,,,state,nchs-mortality
172,ma,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,107.0,,,state,nchs-mortality
173,md,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,69.0,,,state,nchs-mortality
174,me,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,19.0,,,state,nchs-mortality
175,mi,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,159.0,,,state,nchs-mortality
176,mn,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,76.0,,,state,nchs-mortality
177,mo,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,93.0,,,state,nchs-mortality
178,ms,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,48.0,,,state,nchs-mortality
179,mt,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,17.0,,,state,nchs-mortality
180,nc,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,149.0,,,state,nchs-mortality
181,nd,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,11.0,,,state,nchs-mortality
182,ne,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,31.0,,,state,nchs-mortality
183,nh,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202252,149,27.0,,,state,nchs-mortality
184,nj,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,89.0,,,state,nchs-mortality
185,nm,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,26.0,,,state,nchs-mortality
186,nv,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,28.0,,,state,nchs-mortality
187,ny,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,273.0,,,state,nchs-mortality
188,oh,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,140.0,,,state,nchs-mortality
189,ok,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,79.0,,,state,nchs-mortality
190,or,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,40.0,,,state,nchs-mortality
191,pa,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,166.0,,,state,nchs-mortality
192,pr,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,89.0,,,state,nchs-mortality
193,ri,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,,,,state,nchs-mortality
194,sc,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,56.0,,,state,nchs-mortality
195,sd,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,13.0,,,state,nchs-mortality
196,tn,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,107.0,,,state,nchs-mortality
197,tx,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,316.0,,,state,nchs-mortality
198,ut,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,22.0,,,state,nchs-mortality
199,va,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,76.0,,,state,nchs-mortality
200,vt,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,,,,state,nchs-mortality
201,wa,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,75.0,,,state,nchs-mortality
202,wi,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,71.0,,,state,nchs-mortality
203,wv,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202218,115,37.0,,,state,nchs-mortality
204,wy,deaths_pneumonia_or_flu_or_covid_incidence_num,202008,202144,89,,,,state,nchs-mortality
205,ak,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,,,,state,nchs-mortality
206,al,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,78.0,,,state,nchs-mortality
207,ar,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,39.0,,,state,nchs-mortality
208,az,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,95.0,,,state,nchs-mortality
209,ca,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,506.0,,,state,nchs-mortality
210,co,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,73.0,,,state,nchs-mortality
211,ct,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,68.0,,,state,nchs-mortality
212,dc,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,,,,state,nchs-mortality
213,de,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,12.0,,,state,nchs-mortality
214,fl,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,301.0,,,state,nchs-mortality
215,ga,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,99.0,,,state,nchs-mortality
216,hi,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,17.0,,,state,nchs-mortality
217,ia,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,44.0,,,state,nchs-mortality
218,id,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,20.0,,,state,nchs-mortality
219,il,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,159.0,,,state,nchs-mortality
220,in,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,123.0,,,state,nchs-mortality
221,ks,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,47.0,,,state,nchs-mortality
222,ky,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,96.0,,,state,nchs-mortality
223,la,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,60.0,,,state,nchs-mortality
224,ma,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202218,114,122.0,,,state,nchs-mortality
225,md,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,86.0,,,state,nchs-mortality
226,me,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,28.0,,,state,nchs-mortality
227,mi,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,129.0,,,state,nchs-mortality
228,mn,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,85.0,,,state,nchs-mortality
229,mo,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,113.0,,,state,nchs-mortality
230,ms,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202151,95,65.0,,,state,nchs-mortality
231,mt,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,11.0,,,state,nchs-mortality
232,nc,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,147.0,,,state,nchs-mortality
233,nd,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,15.0,,,state,nchs-mortality
234,ne,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,24.0,,,state,nchs-mortality
235,nh,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202252,148,22.0,,,state,nchs-mortality
236,nj,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,104.0,,,state,nchs-mortality
237,nm,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,27.0,,,state,nchs-mortality
238,nv,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,44.0,,,state,nchs-mortality
239,ny,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,272.0,,,state,nchs-mortality
240,oh,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,152.0,,,state,nchs-mortality
241,ok,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,89.0,,,state,nchs-mortality
242,or,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,38.0,,,state,nchs-mortality
243,pa,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,170.0,,,state,nchs-mortality
244,pr,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,94.0,,,state,nchs-mortality
245,ri,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,14.0,,,state,nchs-mortality
246,sc,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,67.0,,,state,nchs-mortality
247,sd,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,13.0,,,state,nchs-mortality
248,tn,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,131.0,,,state,nchs-mortality
249,tx,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,341.0,,,state,nchs-mortality
250,ut,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,36.0,,,state,nchs-mortality
251,va,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,83.0,,,state,nchs-mortality
252,vt,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,14.0,,,state,nchs-mortality
253,wa,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,92.0,,,state,nchs-mortality
254,wi,deaths_pneumonia_or_flu_or_covid_incidence_num,202009,202144,88,71.0,,,state,nchs-mortality
