,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
33,wi,pcr_specimen_positivity_rate,2020-03-02,2021-04-30,424,0.0,0.0,5.0,state,covid-act-now
34,az,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.2297297,0.0978012,18.5,state,covid-act-now
35,ca,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.164494,0.0379675,95.34,state,covid-act-now
36,ct,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.0,0.0,3.33,state,covid-act-now
37,de,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.0,0.0,1.0,state,covid-act-now
38,fl,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.0191307,0.0169466,65.34,state,covid-act-now
39,ga,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.0857633,0.11597,5.83,state,covid-act-now
40,hi,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.0,0.0,2.5,state,covid-act-now
41,id,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.0,0.0,1.0,state,covid-act-now
42,il,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.0,0.0,50.5,state,covid-act-now
43,in,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.0,0.0,12.0,state,covid-act-now
44,ks,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.0,0.0,3.0,state,covid-act-now
45,ky,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.0,0.0,1.0,state,covid-act-now
46,la,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.0,0.0,6.0,state,covid-act-now
47,ma,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.0,0.0,3.0,state,covid-act-now
48,mo,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.0,0.0,2.0,state,covid-act-now
49,ms,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.0,0.0,2.5,state,covid-act-now
50,nc,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.0,0.0,0.5,state,covid-act-now
51,ne,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.2019577,0.0497951,65.0,state,covid-act-now
52,nh,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.0,0.0,8.0,state,covid-act-now
53,nj,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.0,0.0,1.5,state,covid-act-now
54,nv,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.0,0.0,5.5,state,covid-act-now
55,ny,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.262995,0.1095187,16.16,state,covid-act-now
56,oh,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.0853865,0.002484,12656.67,state,covid-act-now
57,or,pcr_specimen_positivity_rate,2020-03-03,2021-08-13,528,0.026328,0.0113925,197.51,state,covid-act-now
58,pa,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.1111111,0.1047566,9.0,state,covid-act-now
59,sc,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.0,0.0,0.67,state,covid-act-now
60,tn,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.125,0.1169268,8.0,state,covid-act-now
61,tx,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.0,0.0,5.0,state,covid-act-now
62,ut,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.0,0.0,12.0,state,covid-act-now
63,va,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.5,0.3535534,2.0,state,covid-act-now
64,wa,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.3676118,0.067076,51.67,state,covid-act-now
65,wi,pcr_specimen_positivity_rate,2020-03-03,2021-04-30,423,0.0,0.0,2.5,state,covid-act-now
66,ak,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.0,0.0,2.0,state,covid-act-now
67,ar,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.0,0.0,1.0,state,covid-act-now
68,az,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.1981418,0.1135155,12.33,state,covid-act-now
69,ca,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.1400077,0.0354612,95.75,state,covid-act-now
70,ct,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.0,0.0,5.83,state,covid-act-now
71,de,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.0,0.0,0.67,state,covid-act-now
72,fl,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.0256929,0.0139119,129.34,state,covid-act-now
73,ga,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.0249245,0.0428438,13.24,state,covid-act-now
74,hi,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.0,0.0,1.5,state,covid-act-now
75,id,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.0,0.0,2.67,state,covid-act-now
76,il,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.0147696,0.0143495,70.67,state,covid-act-now
77,in,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.0,0.0,30.5,state,covid-act-now
78,ks,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.0,0.0,3.5,state,covid-act-now
79,ky,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.0,0.0,0.66,state,covid-act-now
80,la,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.0,0.0,7.0,state,covid-act-now
81,ma,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.0,0.0,17.5,state,covid-act-now
82,mi,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.0,0.0,2.0,state,covid-act-now
83,mo,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.0,0.0,2.0,state,covid-act-now
84,ms,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.0,0.0,11.33,state,covid-act-now
85,nc,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.1874414,0.1194752,10.67,state,covid-act-now
86,ne,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.2676153,0.0575538,59.17,state,covid-act-now
87,nh,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.0,0.0,7.0,state,covid-act-now
88,nj,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.0,0.0,1.83,state,covid-act-now
89,nm,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.0,0.0,2.0,state,covid-act-now
90,nv,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.1333,0.1154356,8.67,state,covid-act-now
91,ny,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.3052106,0.057303,64.58,state,covid-act-now
92,oh,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.0853775,0.002868,9493.5,state,covid-act-now
93,or,pcr_specimen_positivity_rate,2020-03-04,2021-08-13,527,0.0341096,0.0138703,171.25,state,covid-act-now
94,pa,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.047619,0.0657205,10.5,state,covid-act-now
95,sc,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.0,0.0,0.5,state,covid-act-now
96,tn,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.125,0.1653595,4.0,state,covid-act-now
97,tx,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.0,0.0,12.67,state,covid-act-now
98,ut,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.0,0.0,18.0,state,covid-act-now
99,va,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.0714286,0.0973407,7.0,state,covid-act-now
100,wa,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.2470108,0.0442477,95.0,state,covid-act-now
101,wi,pcr_specimen_positivity_rate,2020-03-04,2021-04-30,422,0.0,0.0,3.34,state,covid-act-now
102,ak,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.0,0.0,2.0,state,covid-act-now
103,ar,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.0,0.0,1.5,state,covid-act-now
104,az,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.20959,0.1183366,11.83,state,covid-act-now
105,ca,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.1216187,0.0301614,117.43,state,covid-act-now
106,ct,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.0,0.0,9.28,state,covid-act-now
107,de,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.0,0.0,0.5,state,covid-act-now
108,fl,pcr_specimen_positivity_rate,2020-03-05,2021-07-12,494,0.0487825,0.0166592,167.2,state,covid-act-now
109,ga,pcr_specimen_positivity_rate,2020-03-05,2021-07-12,494,0.0113533,0.0225774,22.02,state,covid-act-now
110,hi,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.0,0.0,1.08,state,covid-act-now
111,id,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.0,0.0,28.5,state,covid-act-now
112,il,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.0263114,0.0196514,66.34,state,covid-act-now
113,in,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.0,0.0,25.5,state,covid-act-now
114,ks,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.0,0.0,6.0,state,covid-act-now
115,ky,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.0,0.0,0.5,state,covid-act-now
116,la,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.0,0.0,5.0,state,covid-act-now
117,ma,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.1666667,0.096225,15.0,state,covid-act-now
118,mi,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.0,0.0,1.0,state,covid-act-now
119,mo,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.0,0.0,6.5,state,covid-act-now
120,ms,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.0,0.0,15.42,state,covid-act-now
121,nc,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.0740741,0.0712778,13.5,state,covid-act-now
122,ne,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.2218802,0.0533101,60.75,state,covid-act-now
123,nh,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.0212766,0.021049,47.0,state,covid-act-now
124,nj,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.0,0.0,1.08,state,covid-act-now
125,nm,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.0,0.0,10.0,state,covid-act-now
126,nv,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.0889,0.1095423,6.75,state,covid-act-now
127,ny,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.3635715,0.0530205,82.31,state,covid-act-now
128,oh,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.0853898,0.0032064,7596.3,state,covid-act-now
129,or,pcr_specimen_positivity_rate,2020-03-05,2021-08-13,526,0.0266755,0.0139762,132.92,state,covid-act-now
130,pa,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.0523077,0.0617511,13.0,state,covid-act-now
131,sc,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.0,0.0,0.4,state,covid-act-now
132,tn,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.1996572,0.117016,11.67,state,covid-act-now
133,tx,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.08,0.0767333,12.5,state,covid-act-now
134,ut,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.0,0.0,19.0,state,covid-act-now
135,va,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.0901639,0.1497123,3.66,state,covid-act-now
136,wa,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.2005347,0.0386486,107.33,state,covid-act-now
137,wi,pcr_specimen_positivity_rate,2020-03-05,2021-04-30,421,0.0,0.0,17.75,state,covid-act-now
138,ak,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.0,0.0,2.33,state,covid-act-now
139,al,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.0,0.0,10.0,state,covid-act-now
140,ar,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.0,0.0,0.8300000000000001,state,covid-act-now
141,az,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.1575077,0.0763736,22.75,state,covid-act-now
142,ca,pcr_specimen_positivity_rate,2020-03-06,2021-07-12,493,0.154421,0.03034,141.85,state,covid-act-now
143,ct,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.0,0.0,12.35,state,covid-act-now
144,dc,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.0,0.0,3.0,state,covid-act-now
145,de,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.0,0.0,2.4,state,covid-act-now
146,fl,pcr_specimen_positivity_rate,2020-03-06,2021-07-12,493,0.066039,0.0171787,209.0,state,covid-act-now
147,ga,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.0749197,0.035161,56.06,state,covid-act-now
148,hi,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.0,0.0,1.05,state,covid-act-now
149,id,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.0,0.0,19.97,state,covid-act-now
150,il,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.0193785,0.0151503,82.78999999999999,state,covid-act-now
151,in,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.068884,0.0435164,33.87,state,covid-act-now
152,ks,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.0,0.0,4.08,state,covid-act-now
153,ky,pcr_specimen_positivity_rate,2020-03-06,2021-07-12,493,0.8333333,0.2405626,2.4,state,covid-act-now
154,la,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.0,0.0,13.33,state,covid-act-now
155,ma,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.0607681,0.0523455,20.83,state,covid-act-now
156,mi,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.0,0.0,0.67,state,covid-act-now
157,mo,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.0,0.0,15.7,state,covid-act-now
158,ms,pcr_specimen_positivity_rate,2020-03-06,2021-07-12,493,0.0,0.0,17.7,state,covid-act-now
159,nc,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.1374885,0.1042565,10.91,state,covid-act-now
160,ne,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.2390041,0.0557591,58.5,state,covid-act-now
161,nh,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.009365,0.0175619,30.08,state,covid-act-now
162,nj,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.0,0.0,0.78,state,covid-act-now
163,nm,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.0,0.0,13.5,state,covid-act-now
164,nv,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.0667,0.0882122,8.0,state,covid-act-now
165,ny,pcr_specimen_positivity_rate,2020-03-06,2021-07-12,493,0.3030972,0.0405945,128.18,state,covid-act-now
166,oh,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.042687,0.0025402,6333.25,state,covid-act-now
167,ok,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.1111111,0.1047566,9.0,state,covid-act-now
168,or,pcr_specimen_positivity_rate,2020-03-06,2021-08-13,525,0.0545158,0.0200796,127.84,state,covid-act-now
169,pa,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.1564354,0.061421,34.98,state,covid-act-now
170,sc,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.0,0.0,0.33,state,covid-act-now
171,tn,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.0618557,0.048918,24.25,state,covid-act-now
172,tx,pcr_specimen_positivity_rate,2020-03-06,2021-07-12,493,0.0310174,0.0431795,16.12,state,covid-act-now
173,ut,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.0,0.0,14.5,state,covid-act-now
174,va,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.0456204,0.0891354,5.48,state,covid-act-now
175,wa,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.1815924,0.0353782,118.74,state,covid-act-now
176,wi,pcr_specimen_positivity_rate,2020-03-06,2021-04-30,420,0.0,0.0,19.6,state,covid-act-now
177,ak,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.0,0.0,1.75,state,covid-act-now
178,al,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.0,0.0,11.0,state,covid-act-now
179,ar,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.0,0.0,0.5800000000000001,state,covid-act-now
180,az,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.1675167,0.0938591,15.83,state,covid-act-now
181,ca,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.1214879,0.0228614,204.21,state,covid-act-now
182,ct,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.019262,0.0391422,12.33,state,covid-act-now
183,dc,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.0,0.0,1.5,state,covid-act-now
184,de,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.0,0.0,1.33,state,covid-act-now
185,fl,pcr_specimen_positivity_rate,2020-03-07,2021-07-12,492,0.0616978,0.0183551,171.83,state,covid-act-now
186,ga,pcr_specimen_positivity_rate,2020-03-07,2021-07-12,492,0.0417034,0.0299881,44.44,state,covid-act-now
187,hi,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.0,0.0,1.2,state,covid-act-now
188,ia,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.0,0.0,1.0,state,covid-act-now
189,id,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.0,0.0,13.68,state,covid-act-now
190,il,pcr_specimen_positivity_rate,2020-03-07,2021-07-12,492,0.0188944,0.0157047,75.16,state,covid-act-now
191,in,pcr_specimen_positivity_rate,2020-03-07,2021-07-12,492,0.0553359,0.0393672,33.730000000000004,state,covid-act-now
192,ks,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.081959,0.1110617,6.1,state,covid-act-now
193,ky,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.7462687,0.3759086,1.34,state,covid-act-now
194,la,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.0,0.0,16.33,state,covid-act-now
195,ma,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.0649825,0.0595739,17.12,state,covid-act-now
196,mi,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.0,0.0,0.5,state,covid-act-now
197,mo,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.0628293,0.0488547,24.67,state,covid-act-now
198,ms,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.0,0.0,11.16,state,covid-act-now
199,nc,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.0913493,0.0732024,15.49,state,covid-act-now
200,ne,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.2260436,0.055222,57.370000000000005,state,covid-act-now
201,nh,pcr_specimen_positivity_rate,2020-03-07,2021-07-12,492,0.0054245,0.0125034,34.51,state,covid-act-now
202,nj,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.0,0.0,0.62,state,covid-act-now
203,nm,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.0,0.0,28.24,state,covid-act-now
204,nv,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.0533,0.07783,8.33,state,covid-act-now
205,ny,pcr_specimen_positivity_rate,2020-03-07,2021-07-12,492,0.293242,0.0353373,165.97,state,covid-act-now
206,oh,pcr_specimen_positivity_rate,2020-03-07,2021-07-12,492,0.0426656,0.0027424,5430.89,state,covid-act-now
207,ok,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.1111111,0.1481481,4.5,state,covid-act-now
208,or,pcr_specimen_positivity_rate,2020-03-07,2021-08-13,524,0.0561803,0.021011,120.11,state,covid-act-now
209,pa,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.1437414,0.058189,36.35,state,covid-act-now
210,sc,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.0,0.0,0.29,state,covid-act-now
211,tn,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.1402881,0.0699627,24.64,state,covid-act-now
212,tx,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.0292035,0.050089,11.3,state,covid-act-now
213,ut,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.0,0.0,20.8,state,covid-act-now
214,va,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.0588235,0.1276062,3.4,state,covid-act-now
215,wa,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.1596696,0.0314111,135.99,state,covid-act-now
216,wi,pcr_specimen_positivity_rate,2020-03-07,2021-04-30,419,0.0,0.0,13.01,state,covid-act-now
217,ak,pcr_specimen_positivity_rate,2020-03-08,2021-04-30,418,0.0,0.0,3.4,state,covid-act-now
218,al,pcr_specimen_positivity_rate,2020-03-08,2021-04-30,418,0.0,0.0,13.66,state,covid-act-now
219,ar,pcr_specimen_positivity_rate,2020-03-08,2021-04-30,418,0.0,0.0,1.2,state,covid-act-now
220,az,pcr_specimen_positivity_rate,2020-03-08,2021-04-30,418,0.1488649,0.0995703,12.78,state,covid-act-now
221,ca,pcr_specimen_positivity_rate,2020-03-08,2021-04-30,418,0.1294002,0.0238675,197.76,state,covid-act-now
222,ct,pcr_specimen_positivity_rate,2020-03-08,2021-04-30,418,0.0201142,0.0447323,9.85,state,covid-act-now
223,dc,pcr_specimen_positivity_rate,2020-03-08,2021-04-30,418,0.0,0.0,5.67,state,covid-act-now
224,de,pcr_specimen_positivity_rate,2020-03-08,2021-04-30,418,0.0,0.0,1.23,state,covid-act-now
225,fl,pcr_specimen_positivity_rate,2020-03-08,2021-07-12,491,0.0769714,0.0211972,158.12,state,covid-act-now
226,ga,pcr_specimen_positivity_rate,2020-03-08,2021-07-12,491,0.0708132,0.0354528,52.35,state,covid-act-now
227,hi,pcr_specimen_positivity_rate,2020-03-08,2021-04-30,418,0.0,0.0,1.03,state,covid-act-now
228,ia,pcr_specimen_positivity_rate,2020-03-08,2021-04-30,418,0.0,0.0,1.5,state,covid-act-now
229,id,pcr_specimen_positivity_rate,2020-03-08,2021-04-30,418,0.0,0.0,21.08,state,covid-act-now
230,il,pcr_specimen_positivity_rate,2020-03-08,2021-04-30,418,0.0203033,0.0166688,71.59,state,covid-act-now
231,in,pcr_specimen_positivity_rate,2020-03-08,2021-04-30,418,0.3195075,0.0499023,87.31,state,covid-act-now
232,ks,pcr_specimen_positivity_rate,2020-03-08,2021-04-30,418,0.0952286,0.1432282,4.2,state,covid-act-now
233,ky,pcr_specimen_positivity_rate,2020-03-08,2021-04-30,418,0.9224377,0.1407798,3.61,state,covid-act-now
234,la,pcr_specimen_positivity_rate,2020-03-08,2021-04-30,418,0.0,0.0,15.72,state,covid-act-now
235,ma,pcr_specimen_positivity_rate,2020-03-08,2021-04-30,418,0.0767321,0.0621686,18.33,state,covid-act-now
236,mi,pcr_specimen_positivity_rate,2020-03-08,2021-04-30,418,0.0,0.0,0.4,state,covid-act-now
