time_value,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2020-04-26,2,201,90,248,1303,367,686,142,458,693,264,1,384,10,2126,613,142,170,261,847,815,50,739,156,162,193,3,410,75,311,67,3540,66,195,5677,385,60,58,1324,310,245,65,298,388,175,604,8,202,225,45,11
2020-04-27,4,146,68,191,1578,526,728,51,128,606,816,1,392,0,1980,949,196,71,295,2132,906,8,477,209,168,183,1,443,49,328,74,2150,99,0,4313,353,27,43,911,269,115,32,297,1348,113,568,4,165,169,8,18
2020-04-28,6,199,58,230,1515,391,315,102,413,710,620,2,508,55,2219,627,179,219,218,2109,626,17,1105,370,141,248,2,362,42,159,72,2668,149,121,2908,444,129,31,1504,219,122,69,273,769,109,801,7,156,208,32,16
2020-04-29,4,159,66,254,2395,390,455,112,80,345,853,4,467,0,2256,594,187,162,374,2191,736,16,1019,463,205,227,0,567,34,334,48,2509,239,113,3136,534,63,61,1173,320,147,60,568,1431,152,623,0,228,231,15,9
2020-04-30,0,208,88,446,1488,384,933,217,79,497,489,5,302,32,2560,653,574,171,341,2051,893,39,908,492,229,246,2,409,40,430,88,2287,198,119,4377,724,145,64,1581,374,213,76,1002,1115,175,885,4,257,334,15,14
2020-05-01,9,253,56,314,1834,463,1064,335,184,1038,1225,1,739,31,3137,795,221,174,710,2086,1730,28,937,594,316,397,0,465,46,727,164,2551,102,195,4490,716,130,69,1693,341,163,76,769,1308,156,1055,13,310,460,27,7
2020-05-02,1,260,35,395,1338,277,523,139,120,735,842,1,759,46,2450,665,251,0,429,1031,1001,30,632,502,213,229,2,344,38,309,119,2532,219,141,4375,592,103,56,1349,327,231,63,237,674,157,836,7,366,346,33,13
2020-05-03,3,277,65,276,1367,256,0,219,170,615,334,0,532,0,2994,638,271,251,200,739,989,32,602,431,170,109,0,238,34,344,89,3028,118,83,3511,579,121,45,1049,188,137,43,370,379,190,934,11,182,304,10,7
2020-05-04,2,226,54,284,1361,500,686,154,80,819,786,1,528,45,2278,574,227,115,333,1882,946,20,275,571,280,327,2,316,40,376,70,1533,181,158,3143,560,72,79,955,175,131,37,310,964,142,821,5,277,272,29,10
2020-05-05,1,317,34,381,2590,481,648,152,83,542,547,4,408,21,2112,526,265,577,323,1738,709,21,535,617,208,330,0,445,55,336,48,2332,107,30,2106,495,83,80,879,281,84,53,189,881,132,764,5,132,330,22,8
2020-05-06,2,249,86,402,1879,373,374,139,407,563,745,1,293,31,2343,837,345,112,403,1705,1046,28,780,728,255,217,0,613,49,316,105,1300,153,81,2123,607,75,77,968,272,95,58,259,1286,146,728,1,311,335,0,27
2020-05-07,2,346,92,238,1925,424,789,193,161,826,875,3,655,20,2639,633,339,195,253,1685,1211,76,572,786,191,262,0,510,53,645,102,2109,202,114,3211,555,128,73,1102,325,206,127,392,1445,129,585,8,326,314,45,4
2020-05-08,3,322,44,581,2125,411,627,245,172,371,563,0,398,0,2889,643,335,159,203,1457,1111,44,667,723,136,404,2,465,40,484,104,1862,180,65,2899,885,94,79,1421,249,225,239,195,1428,195,772,3,157,375,36,9
2020-05-09,2,283,0,434,2131,239,573,203,166,802,407,2,214,27,2325,586,162,152,562,692,1049,34,493,702,156,288,0,486,26,275,64,1565,105,251,2635,681,66,92,1093,210,164,248,244,1656,184,854,2,286,349,0,9
2020-05-10,1,262,265,159,1191,274,570,170,0,595,992,1,288,25,1656,394,122,0,183,395,1053,28,407,481,99,123,0,272,26,78,60,1359,85,0,2400,384,99,68,1415,285,122,124,247,403,148,885,6,217,280,37,9
2020-05-11,2,280,31,264,1505,357,211,117,288,386,422,2,414,30,1266,501,208,237,215,1311,786,26,511,528,114,173,1,327,52,236,89,1466,206,32,1824,696,24,58,592,176,139,97,552,880,111,989,0,231,199,6,7
2020-05-12,2,304,121,353,1688,382,568,96,176,941,922,1,539,33,4014,500,81,176,235,1453,688,15,588,695,128,234,2,424,73,125,79,727,143,161,1330,473,119,72,788,164,135,49,696,1609,70,730,1,208,193,12,6
2020-05-13,1,256,72,480,2032,371,522,99,211,479,503,3,377,0,1673,346,278,0,612,1317,751,38,539,423,195,182,1,708,67,380,60,657,152,163,1518,471,126,58,761,221,103,67,320,745,188,946,2,182,291,20,13
2020-05-14,5,339,130,458,1778,352,609,152,271,808,550,0,386,58,3243,580,187,372,827,1316,1091,50,1320,518,165,393,0,794,51,348,83,1161,139,28,2339,636,105,63,916,181,159,60,261,684,129,1067,3,261,373,29,13
2020-05-15,2,333,97,495,1944,370,621,135,150,928,795,1,374,0,2432,603,181,219,348,1108,1083,38,587,805,211,318,4,742,87,350,71,1290,159,229,2248,597,124,62,1009,203,218,92,193,821,164,859,1,178,410,20,15
2020-05-16,5,334,115,497,2070,236,618,171,174,673,440,1,279,68,2088,624,53,244,280,651,982,45,504,729,162,322,2,485,51,610,103,1109,185,80,2518,520,150,71,1101,215,254,69,260,1636,155,1011,1,337,502,23,25
2020-05-17,5,309,181,279,1586,204,716,81,123,777,367,1,323,0,1734,498,14,0,315,372,836,39,336,699,107,173,0,407,31,0,40,1420,91,136,2023,449,73,11,699,240,155,27,471,573,170,705,6,145,356,22,13
2020-05-18,3,301,54,263,1446,347,697,147,199,854,704,0,304,36,2294,477,350,247,277,1320,958,26,378,704,145,136,2,523,60,448,56,1748,158,112,1498,531,88,64,778,121,126,40,341,1219,146,752,0,178,144,10,12
2020-05-19,0,387,110,368,2147,326,314,164,168,502,572,1,341,0,1545,450,50,134,329,1077,1784,28,525,657,131,272,1,505,81,229,69,1132,96,35,1386,498,91,39,565,156,114,58,334,1339,134,1005,4,200,198,0,10
2020-05-20,5,361,80,330,2278,325,587,117,157,527,946,2,324,51,2388,569,154,98,278,1029,777,78,777,641,189,263,7,825,100,268,147,1443,125,292,1166,484,43,75,769,405,119,88,259,1091,192,763,0,160,528,65,11
2020-05-21,0,404,455,442,2309,335,191,237,192,1204,862,4,550,0,2270,662,118,119,1188,978,1208,58,601,530,152,255,1,788,70,305,67,826,155,12,1866,731,148,16,973,215,206,0,383,886,164,1229,6,146,472,26,14
2020-05-22,3,364,154,276,2244,299,432,105,143,776,819,0,322,89,2756,473,284,140,421,883,893,71,537,805,214,403,0,948,50,235,79,1016,153,125,1900,627,169,47,967,165,257,178,385,921,183,813,2,148,511,112,2
2020-05-23,4,374,163,429,2067,173,382,73,0,676,760,1,406,0,2352,492,37,145,0,400,1071,65,485,840,145,380,0,573,54,301,75,565,0,1,2071,614,111,24,764,216,257,106,418,335,203,799,2,0,481,0,10
2020-05-24,0,348,147,324,1786,148,446,144,280,740,660,0,353,31,2508,475,58,0,244,316,818,42,332,728,227,255,0,553,40,171,60,1019,318,355,1808,503,77,39,707,113,201,99,331,628,132,495,2,563,400,54,25
2020-05-25,3,633,107,198,2112,175,405,115,156,879,498,0,306,0,1713,339,121,0,640,215,839,19,226,742,129,198,0,461,43,228,48,941,83,75,1691,566,53,22,561,0,82,23,594,755,129,1483,6,237,307,15,5
2020-05-26,4,590,151,289,2469,263,430,109,101,509,583,0,146,0,1178,363,74,380,245,884,535,35,344,645,178,273,0,615,17,257,34,687,104,101,961,529,48,18,468,145,238,67,354,1143,99,1615,5,116,279,0,7
2020-05-27,1,364,97,454,2663,241,0,72,30,379,655,1,666,73,1111,359,92,126,443,710,736,28,375,504,162,313,2,661,41,365,55,879,122,93,933,433,91,71,697,143,207,54,214,881,86,907,4,225,599,125,10
2020-05-28,13,486,261,559,2160,216,271,86,75,651,628,3,217,71,1527,631,80,108,305,651,1286,52,464,483,208,328,4,1136,40,265,103,576,112,98,1156,476,44,48,685,141,165,82,596,1208,215,1152,3,358,512,36,16
2020-05-29,6,513,239,595,3141,186,203,46,65,1212,615,2,371,0,1622,490,291,279,0,537,1279,37,572,584,159,421,8,1077,34,399,103,1667,129,128,1663,651,65,45,715,141,343,73,230,1095,343,1132,1,307,733,16,15
2020-05-30,5,427,236,786,3655,120,260,179,186,927,450,2,287,33,1462,653,28,240,775,285,1027,56,223,659,164,436,12,910,23,257,0,770,131,141,1372,467,80,54,723,184,263,90,456,848,269,1078,2,278,523,38,7
2020-05-31,29,511,240,678,2333,124,179,84,76,739,732,1,308,36,1343,363,10,0,339,170,763,43,467,660,160,294,10,778,47,196,159,838,65,111,1209,480,0,58,548,109,467,32,607,534,264,996,4,353,173,21,5
2020-06-01,8,325,190,193,2437,213,539,56,107,667,839,0,147,0,974,256,220,342,425,514,549,24,217,358,225,229,4,639,22,244,34,486,111,74,1136,471,155,59,382,63,287,36,603,1265,202,791,2,537,140,18,7
2020-06-02,20,209,375,1135,2421,181,239,29,80,617,305,1,320,94,1614,407,45,139,405,454,848,28,279,300,275,289,4,813,33,271,64,658,224,156,1069,366,119,33,545,121,271,33,644,1659,203,841,5,277,374,28,2
2020-06-03,29,220,249,1092,2220,202,112,130,27,1317,687,0,281,0,982,475,127,225,387,469,807,41,410,362,254,281,2,1232,26,269,46,541,116,93,789,442,113,64,543,107,51,94,353,1044,295,666,2,248,483,21,3
2020-06-04,18,308,358,530,3030,173,148,104,34,1419,965,2,506,57,929,384,75,295,429,382,876,28,302,403,277,238,14,1256,40,254,81,478,213,178,1212,490,102,75,544,106,56,83,227,7911,316,951,36,260,492,25,6
2020-06-05,13,648,226,1553,3130,153,221,79,27,1305,762,9,348,121,1156,482,139,272,427,340,912,36,811,707,163,209,2,1317,71,267,77,825,319,180,1123,476,100,96,472,116,932,29,510,3017,439,676,1,459,357,17,12
2020-06-06,14,445,450,1012,2807,118,358,70,72,1270,738,9,324,28,975,419,55,310,497,152,712,42,91,521,285,270,0,950,44,166,66,566,128,182,1055,353,52,0,736,0,80,90,468,1083,546,865,19,284,322,17,6
2020-06-07,9,422,325,1538,2535,135,150,63,97,1180,539,2,234,0,867,400,45,0,330,154,491,46,55,385,93,231,5,1113,19,92,24,279,140,178,857,365,91,92,429,0,764,67,426,375,268,1284,17,311,264,8,8
2020-06-08,19,491,314,689,2256,198,124,57,30,966,599,1,295,50,658,226,138,189,234,365,431,18,123,338,200,498,3,830,22,122,36,348,122,147,736,361,55,260,347,201,498,33,487,1404,256,570,12,300,203,17,13
2020-06-09,13,566,340,618,2812,180,87,85,48,1096,752,6,230,32,797,410,65,231,562,351,500,18,63,299,207,355,6,864,40,132,0,316,43,229,598,325,158,66,504,49,428,51,585,3918,237,487,9,252,270,8,10
2020-06-10,22,825,288,1556,3099,210,168,63,36,1371,731,3,389,39,625,304,141,176,418,266,561,31,15,346,196,360,7,1277,38,140,99,566,145,173,461,413,120,72,429,65,531,76,427,3108,305,439,11,262,285,25,10
2020-06-11,27,711,448,1415,3010,180,114,52,50,1698,993,7,347,0,766,411,73,62,442,239,732,30,250,447,205,0,2,1630,36,257,31,495,117,255,810,429,143,177,545,106,682,61,612,1643,388,470,15,284,333,23,29
2020-06-12,21,1035,731,1772,3803,171,228,65,67,1902,810,14,377,93,595,398,150,221,523,263,416,54,211,479,51,608,10,1497,42,207,42,367,159,231,816,420,223,140,638,85,729,77,544,2572,325,564,9,366,320,32,18
2020-06-13,34,959,548,1621,3250,166,305,55,56,2581,1021,17,367,0,673,397,47,279,1288,105,692,36,189,377,227,257,15,1363,22,118,48,456,95,293,760,427,224,0,445,0,785,91,537,1247,404,658,6,283,272,25,23
2020-06-14,12,818,406,1046,2550,163,94,58,35,2016,877,5,209,46,672,366,81,0,336,84,396,36,216,299,39,168,13,1091,22,90,19,284,102,204,693,297,158,259,341,0,840,64,603,1261,332,637,2,333,240,16,10
2020-06-15,4,303,416,1138,2316,275,147,32,76,1758,733,8,156,0,473,521,218,202,553,239,331,17,101,222,350,283,8,962,23,121,27,244,122,114,667,428,186,184,333,146,583,30,706,4128,295,380,1,372,174,32,19
2020-06-16,14,549,274,2341,3765,233,114,19,63,2783,664,0,97,63,623,356,92,0,534,210,377,9,184,189,265,353,5,868,39,187,19,353,88,368,509,434,228,278,324,71,612,36,611,4093,329,445,3,257,266,19,10
2020-06-17,25,907,415,1752,4548,261,80,29,41,2610,952,8,281,170,546,227,233,348,928,259,560,17,217,414,220,489,16,1379,29,193,72,301,132,171,411,412,259,120,368,49,566,83,405,3980,407,444,0,406,258,35,25
2020-06-18,20,735,322,2508,4661,244,11,56,55,3207,882,18,401,111,593,425,109,202,0,261,260,42,296,379,313,0,25,1619,32,183,14,425,88,315,699,700,451,148,442,56,977,54,1094,2911,495,463,5,415,420,42,30
2020-06-19,27,549,703,3465,4227,218,117,49,112,3822,1097,27,413,128,692,308,268,257,0,180,319,35,293,356,306,0,11,1496,25,174,36,419,107,355,824,609,352,206,510,68,1075,50,736,3954,586,555,9,617,278,50,29
2020-06-20,23,458,511,3217,4702,198,158,32,70,4049,1800,0,222,133,634,315,76,176,870,97,408,25,441,436,411,0,32,1299,37,119,32,355,170,452,695,530,331,178,480,0,1148,66,404,3844,643,650,3,451,385,32,6
2020-06-21,14,439,419,2464,4178,213,40,36,94,3494,892,25,467,2,658,362,39,120,393,83,350,19,168,453,431,0,19,1120,25,105,26,321,135,264,666,547,478,187,469,0,905,71,590,2588,394,551,12,198,280,33,18
2020-06-22,13,649,522,2008,5916,358,27,38,45,2926,1227,2,183,250,462,210,292,89,461,230,297,14,244,307,192,1688,17,1028,7,151,14,305,129,288,642,729,218,146,450,122,1005,28,625,3685,444,471,4,520,249,19,33
2020-06-23,32,1118,595,3779,7895,345,117,36,27,3286,1882,3,323,0,601,238,109,302,1356,196,404,25,226,242,464,569,9,1285,41,136,13,358,144,469,501,590,297,191,585,74,906,24,1013,6263,394,529,1,480,263,41,24
2020-06-24,25,989,697,1812,5661,320,14,34,42,5511,1571,16,132,148,715,269,393,222,882,215,330,21,357,294,348,526,23,1375,32,122,27,177,152,365,473,632,479,170,498,73,1325,65,839,5858,484,520,20,498,432,38,28
2020-06-25,42,1002,687,3091,5480,379,81,31,91,5004,1714,16,772,463,894,515,177,254,938,214,440,53,425,360,490,1092,37,1620,28,125,40,335,202,497,814,892,438,124,573,34,1125,55,1066,4528,590,432,7,494,464,63,44
2020-06-26,30,1023,678,3378,6515,341,65,26,37,8942,1900,15,344,0,857,485,355,242,1354,208,338,32,338,493,529,550,26,1770,37,178,33,412,216,381,829,987,399,250,616,21,1313,53,973,9030,676,624,7,556,520,36,42
2020-06-27,27,180,570,3465,4287,290,147,31,74,9585,1990,6,356,457,786,435,155,308,0,142,335,52,347,417,359,465,23,1529,35,251,46,311,211,1099,734,817,299,276,611,0,1604,76,263,5129,578,677,2,344,539,52,24
2020-06-28,31,1420,508,3796,6164,273,97,32,135,8530,2225,27,447,0,646,355,230,65,1467,73,327,37,264,516,206,361,11,1333,46,124,30,325,190,821,611,854,301,247,487,0,1381,54,654,5195,472,489,2,501,457,50,25
2020-06-29,26,1086,439,625,7156,457,59,44,150,5266,2207,1,325,430,738,298,362,115,845,208,477,28,275,312,555,675,56,1262,38,143,13,133,173,734,534,737,228,144,558,103,1324,34,1774,8375,564,453,6,564,315,38,33
2020-06-30,46,888,520,4683,10106,418,152,35,98,6093,1874,17,229,365,724,366,161,277,1014,227,305,34,502,442,518,680,48,1895,39,135,22,434,165,562,503,743,582,171,606,49,1755,48,1643,7388,553,598,0,608,601,35,37
2020-07-01,42,1170,420,4877,7346,525,58,38,36,6563,2951,9,440,253,828,358,460,218,2083,227,359,41,358,413,362,653,49,1604,43,133,20,301,129,645,547,1076,362,275,637,40,1520,60,1418,7052,499,416,2,713,540,74,27
2020-07-02,51,1693,878,3340,7916,455,74,25,221,10109,3467,20,745,223,869,435,172,237,1383,234,505,34,584,494,557,870,67,2075,63,142,20,477,244,632,907,1301,412,363,818,88,1782,66,1914,5554,554,532,17,757,539,74,36
2020-07-03,60,915,547,4427,5439,400,71,45,192,9488,2784,29,204,401,868,528,657,297,1728,109,538,45,494,414,558,914,45,1463,57,208,35,418,256,985,914,1091,538,342,772,50,1831,84,1340,6743,596,658,9,351,579,73,32
2020-07-04,54,961,587,2695,5367,324,0,12,73,11458,2826,24,598,376,862,517,252,0,0,67,380,24,405,0,456,990,39,1411,36,167,15,303,287,857,777,926,579,294,665,0,1854,45,1453,4086,676,716,2,642,738,79,24
2020-07-05,32,806,605,3536,11098,417,0,35,132,10059,2197,24,456,363,639,769,170,0,1937,115,291,18,359,512,263,226,45,1437,33,102,25,392,193,843,722,967,283,300,559,0,1461,34,1336,7404,410,639,11,1057,522,57,28
2020-07-06,29,910,439,3352,6380,665,259,33,165,6336,1548,7,241,319,614,323,557,776,1101,250,272,8,325,433,460,357,37,1393,51,117,17,242,251,491,522,806,431,165,515,0,1533,38,882,7718,517,354,2,434,484,180,41
2020-07-07,24,1416,259,3639,11144,599,57,54,121,7347,3406,41,395,487,1709,102,222,367,1936,253,492,17,633,564,773,957,78,1598,73,155,18,323,220,876,448,948,858,210,803,163,972,57,2143,8053,564,638,3,523,495,63,34
2020-07-08,49,1801,734,3520,7876,633,75,73,48,9989,3420,23,471,430,980,437,472,400,1888,231,465,20,651,456,759,674,44,2002,99,224,20,199,290,516,568,1277,674,212,901,50,1557,76,1639,10706,722,635,2,647,598,202,31
2020-07-09,52,1546,806,4057,8158,559,101,37,69,8935,2837,36,630,460,1018,512,453,326,1843,275,586,26,514,574,793,703,95,2013,84,198,21,279,234,603,765,1150,603,371,748,39,1782,89,1799,10192,601,613,16,639,754,119,29
2020-07-10,54,1634,751,4221,8336,548,78,64,121,11433,4490,28,918,500,1327,725,518,427,2642,246,463,13,627,604,690,1031,127,2271,89,154,18,397,298,1004,920,1525,595,266,916,69,1728,65,1964,10064,867,943,5,604,845,157,21
2020-07-11,92,1473,1061,3038,8258,381,0,58,91,10360,3184,42,486,577,1195,779,384,449,2167,126,557,21,685,804,549,797,84,1999,90,221,33,368,224,930,878,1358,687,397,827,0,2280,52,1174,7631,632,851,6,866,926,163,49
2020-07-12,101,1979,503,2537,7588,405,0,46,61,15300,2534,20,752,397,954,533,294,268,1319,102,642,19,405,710,292,868,81,1824,102,174,30,376,255,845,747,1378,456,319,660,0,1949,42,2315,6373,629,888,13,1077,769,98,23
2020-07-13,73,1387,572,1357,7861,586,223,59,75,12624,3637,23,221,501,883,425,664,264,1705,302,418,19,422,491,466,393,85,2081,54,227,14,287,263,832,635,1261,511,268,403,175,1520,25,1816,10591,546,972,5,546,494,69,41
2020-07-14,61,2116,873,4273,11099,523,20,40,90,9194,3391,21,235,316,707,648,242,570,2215,237,733,8,662,398,981,862,109,1937,71,318,23,455,223,1104,873,1142,994,367,914,101,2221,49,2103,9042,448,801,4,742,964,94,47
2020-07-15,55,1910,485,3257,8554,733,106,80,81,10181,3875,28,670,729,1187,685,462,454,2089,318,756,12,1049,572,822,1025,144,2031,103,262,22,413,327,849,702,1316,1074,276,988,52,1856,73,1920,9750,413,1084,13,1262,821,150,35
2020-07-16,79,1934,817,3259,9972,517,114,50,64,13965,3449,19,814,685,1257,710,468,406,2280,246,648,20,922,605,836,1230,135,1966,124,155,26,274,297,1447,890,1290,626,428,830,71,1838,38,2946,8277,954,904,7,753,900,100,41
2020-07-17,51,2024,648,3910,8920,586,143,39,223,11466,3905,23,553,619,1427,733,571,522,2179,245,707,38,753,666,903,1032,135,2367,115,227,26,97,318,1380,827,1679,700,293,1037,82,1977,91,2120,6135,727,1002,9,970,880,126,43
2020-07-18,75,2029,771,2742,8563,429,0,79,92,10328,4688,20,410,550,1276,841,305,579,0,135,835,9,744,457,934,1017,105,1796,112,120,23,289,280,1182,829,1541,917,347,791,0,1552,73,2110,10373,760,940,4,934,978,111,39
2020-07-19,118,1552,695,2359,6729,410,0,67,90,12478,3249,27,500,571,965,917,303,977,3116,94,925,42,529,734,794,792,62,1321,106,102,15,0,235,1288,644,1111,209,430,772,0,2374,43,1569,5762,785,1057,12,795,830,96,18
2020-07-20,139,1503,699,1559,9406,643,162,78,105,10347,2453,12,530,394,1172,635,660,253,3186,293,554,24,525,903,642,1251,87,1915,81,264,46,240,244,948,674,1236,170,268,740,111,1459,35,1192,9708,409,945,10,839,703,94,61
2020-07-21,115,1364,728,3500,12166,583,41,88,122,9440,3406,25,378,555,942,710,273,646,1691,291,860,12,657,350,1118,1635,91,1835,161,343,13,351,302,815,700,1047,890,292,1029,82,1892,73,3137,9880,486,996,6,660,1117,88,51
2020-07-22,100,1994,591,1926,11598,541,127,102,46,9785,3314,17,487,499,1611,757,551,480,2771,290,627,0,670,504,1288,1547,101,2452,124,296,33,443,311,1129,556,1527,972,254,778,76,1705,58,1979,9216,566,1022,0,732,712,40,50
2020-07-23,77,2091,1013,2335,8873,507,9,42,132,10249,4305,55,588,415,1621,929,475,607,2296,302,664,15,711,760,1547,982,97,2252,120,332,23,285,335,1262,853,1444,671,320,901,86,1564,66,2512,9215,521,844,11,850,1052,240,59
2020-07-24,67,2110,990,3357,10057,463,544,78,278,12444,4813,59,638,528,1600,996,598,785,2084,282,930,20,638,767,1605,1532,129,2051,122,356,57,498,312,966,750,1560,1147,391,1191,76,2001,58,1840,8625,863,1127,8,1038,1018,201,58
2020-07-25,117,1393,732,3740,8051,354,0,68,0,12199,3768,71,452,561,1426,922,455,832,0,184,1288,33,550,803,1372,1396,221,1807,140,221,40,549,313,931,760,1438,965,388,1103,0,1401,104,3073,5480,661,1245,11,799,953,122,41
2020-07-26,231,1760,642,1973,6651,330,0,63,115,9344,2765,63,471,352,1541,852,281,318,3840,143,694,24,1037,862,1173,1173,82,1591,111,223,21,534,254,1027,628,889,1204,266,818,0,1191,88,2300,4425,350,958,4,670,957,114,29
