time_value,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2020-02-11,0.0,0.035638,0.148431,0.134776,0.170721,0.154023,0.142155,0.0,0.0,0.139225,0.033589,0.0,0.065272,0.161361,0.146023,0.063492,0.055264,0.096587,0.232829,0.055735,0.233698,0.0,0.208768,0.001739,0.149477,0.146735,0.0,0.029787,0.0,0.127618,0.074794,0.351684,0.0,0.043048,0.239706,0.153233,0.151745,0.004471,0.317331,0.006898,0.06808,0.0,0.236164,0.192454,0.031368,0.236252,0.0,0.048741,0.100114,0.0,0.0
2020-02-12,0.0,0.035638,0.148431,0.133754,0.170021,0.151851,0.141862,0.0,0.0,0.139162,0.033505,0.0,0.064808,0.128882,0.145497,0.065658,0.055264,0.096587,0.232829,0.055735,0.233374,0.0,0.208768,0.001254,0.150201,0.146735,0.0,0.030658,0.0,0.133327,0.074794,0.350422,0.0,0.043048,0.239419,0.152905,0.151745,0.003248,0.317331,0.00606,0.06808,0.0,0.237981,0.19157,0.031368,0.235943,0.0,0.048741,0.100114,0.0,0.0
2020-02-13,0.0,0.035638,0.148431,0.132748,0.169341,0.150037,0.141632,0.0,0.0,0.139162,0.033456,0.0,0.064435,0.113829,0.145035,0.065366,0.055264,0.096587,0.232829,0.055735,0.233015,0.0,0.208768,0.000808,0.149562,0.146735,0.0,0.030049,0.0,0.1319,0.074794,0.349178,0.0,0.043048,0.238562,0.152585,0.157395,0.002159,0.317331,0.013139,0.06808,0.0,0.237506,0.190714,0.031368,0.235653,0.0,0.048741,0.100114,0.0,0.0
2020-02-14,0.0,0.035638,0.148431,0.131805,0.171637,0.148592,0.141523,0.0,0.0,0.139666,0.033456,0.0,0.064226,0.14233,0.144649,0.065059,0.055264,0.102293,0.232829,0.055735,0.232643,0.0,0.208768,0.000423,0.149477,0.146735,0.0,0.030987,0.0,0.130538,0.074794,0.346312,0.010394,0.043048,0.238948,0.152285,0.15671,0.001237,0.317331,0.011206,0.06808,0.0,0.237002,0.189923,0.031368,0.235395,0.0,0.048741,0.100114,0.0,0.0
2020-02-15,0.0,0.035638,0.148431,0.130965,0.171588,0.15612,0.141523,0.0,0.0,0.13956,0.033456,0.0,0.072825,0.064935,0.144343,0.064741,0.063341,0.110239,0.235206,0.059201,0.232277,0.0,0.208768,0.000108,0.149477,0.146735,0.0,0.030503,0.0,0.129283,0.074794,0.343756,0.009131,0.043048,0.238136,0.153677,0.155953,0.000498,0.317331,0.009188,0.06808,0.0,0.236494,0.189224,0.031368,0.235177,0.0,0.048741,0.100114,0.0,0.0
2020-02-16,0.0,0.035638,0.148431,0.130252,0.170604,0.168588,0.141523,0.0,0.0,0.139463,0.045314,0.0,0.071631,0.0,0.150913,0.064424,0.06236,0.108443,0.234939,0.058808,0.231935,0.0,0.208768,0.0,0.149477,0.146735,0.0,0.030112,0.0,0.128168,0.074794,0.347647,0.007737,0.043048,0.258662,0.153244,0.155166,0.038227,0.337938,0.00719,0.06808,0.0,0.250232,0.188635,0.031368,0.246716,0.0,0.048741,0.100114,0.0,0.0
2020-02-17,0.0,0.035638,0.148431,0.129681,0.169685,0.16523,0.141523,0.0,0.0,0.139375,0.04384,0.0,0.070386,0.0,0.149935,0.064122,0.061276,0.106498,0.234628,0.058358,0.231631,0.0,0.208768,0.0,0.149477,0.146735,0.0,0.029799,0.0,0.127219,0.074794,0.357174,0.006289,0.043048,0.255459,0.152831,0.154392,0.069763,0.335446,0.005307,0.06808,0.0,0.248058,0.188165,0.031368,0.245161,0.0,0.048741,0.100114,0.0,0.0
2020-02-18,0.0,0.035638,0.148431,0.129299,0.170264,0.166522,0.141523,0.0,0.0,0.139298,0.042226,0.0,0.069143,0.0,0.148934,0.063848,0.060151,0.104512,0.234293,0.05788,0.231373,0.0,0.208768,0.0,0.150486,0.146735,0.0,0.029553,0.0,0.126448,0.074794,0.353511,0.004866,0.043048,0.260887,0.153685,0.153669,0.016146,0.332692,0.003616,0.06808,0.0,0.245761,0.187902,0.031368,0.243497,0.0,0.048741,0.100114,0.0,0.0
2020-02-19,0.0,0.035638,0.148431,0.129299,0.169386,0.162744,0.141523,0.0,0.0,0.139852,0.040559,0.0,0.067955,0.0,0.149456,0.063614,0.059045,0.102591,0.233953,0.057401,0.231166,0.0,0.208768,0.0,0.150294,0.146735,0.0,0.029426,0.0,0.125945,0.074794,0.351498,0.003535,0.043048,0.257016,0.154294,0.153024,0.0,0.3317,0.002169,0.06808,0.0,0.243459,0.187902,0.031368,0.243843,0.016804,0.051001,0.100114,0.0,0.0
2020-02-20,0.0,0.035638,0.16304,0.129299,0.168618,0.159149,0.141523,0.0,0.0,0.140283,0.038928,0.0,0.066866,0.0,0.151057,0.063492,0.058011,0.105637,0.235433,0.056949,0.231027,0.0,0.208768,0.0,0.150105,0.146735,0.0,0.029426,0.0,0.130681,0.074794,0.3522,0.00235,0.043048,0.252551,0.153714,0.152478,0.0,0.328644,0.000994,0.06808,0.0,0.241261,0.187902,0.031368,0.241965,0.0,0.050775,0.100114,0.0,0.0
2020-02-21,0.0,0.035638,0.161266,0.129299,0.168699,0.155862,0.141523,0.0,0.0,0.140676,0.037408,0.0,0.065911,0.0,0.149683,0.063492,0.062691,0.103503,0.23492,0.056542,0.231027,0.0,0.208768,0.0,0.149922,0.146735,0.0,0.029426,0.0,0.129771,0.074794,0.350124,0.001346,0.043048,0.25724,0.153167,0.15204,0.0,0.325738,9.6e-05,0.06808,0.0,0.239257,0.187902,0.031368,0.240187,0.0,0.050493,0.100114,0.0,0.0
2020-02-22,0.0,0.035638,0.159306,0.129299,0.168897,0.152981,0.141523,0.0,0.0,0.140413,0.036058,0.0,0.065113,0.018875,0.148378,0.063492,0.061231,0.101568,0.234427,0.056196,0.231027,0.0,0.208768,0.0,0.149751,0.146735,0.0,0.029426,0.0,0.128921,0.074794,0.346836,0.000542,0.043048,0.252981,0.152672,0.151745,0.0,0.323106,0.007744,0.06808,0.0,0.237515,0.187902,0.031368,0.238578,0.0,0.050183,0.100114,0.0,0.0
2020-02-23,0.0,0.035638,0.157271,0.129299,0.168303,0.15057,0.141523,0.0,0.0,0.140151,0.046318,0.015488,0.064481,0.015044,0.153078,0.063492,0.059854,0.099886,0.233974,0.055917,0.231027,0.0,0.208768,0.0,0.159524,0.146735,0.0,0.029426,0.0,0.128145,0.074794,0.355274,0.0,0.043048,0.250374,0.15224,0.151745,0.0,0.320836,0.006331,0.06808,0.0,0.236074,0.187902,0.031368,0.237188,0.0,0.049866,0.100114,0.0,0.0
2020-02-24,0.0,0.035638,0.155271,0.129299,0.167808,0.169071,0.141523,0.0,0.0,0.139903,0.044022,0.035721,0.064226,0.0,0.151324,0.063492,0.058603,0.098487,0.233576,0.055735,0.231027,0.0,0.208768,0.0,0.158186,0.146735,0.0,0.029426,0.0,0.127456,0.074794,0.35148,0.0,0.043048,0.246067,0.151879,0.195767,0.0,0.334428,0.005005,0.06808,0.0,0.234946,0.187902,0.031368,0.236045,0.0,0.049563,0.100114,0.0,0.0
2020-02-25,0.0,0.035638,0.153401,0.129299,0.168157,0.167177,0.141523,0.0,0.0,0.14034,0.041809,0.039093,0.064226,0.003671,0.154353,0.063492,0.068714,0.097377,0.236081,0.055735,0.231027,0.0,0.208768,0.0,0.156749,0.146735,0.0,0.029426,0.0,0.126862,0.074794,0.349487,0.009809,0.043048,0.24291,0.151591,0.190302,0.0,0.33112,0.003785,0.071499,0.0,0.234532,0.188,0.031368,0.235156,0.0,0.049289,0.100114,0.0,0.0
2020-02-26,0.0,0.035638,0.151735,0.129299,0.171845,0.163216,0.141523,0.0,0.0,0.140812,0.039751,0.0,0.064226,0.019176,0.157839,0.063492,0.066436,0.096587,0.235471,0.055735,0.231027,0.0,0.208768,0.0,0.15529,0.146735,0.0,0.029426,0.0,0.126371,0.074794,0.35181,0.008402,0.043048,0.243692,0.151428,0.184327,0.0,0.335221,0.002691,0.071084,0.0,0.234532,0.188011,0.031368,0.234884,0.0,0.051995,0.100114,0.0,0.0
2020-02-27,0.0,0.035638,0.150324,0.129299,0.171021,0.159518,0.141523,0.0,0.0,0.14047,0.037905,0.0,0.064226,0.0,0.155216,0.068418,0.064196,0.096587,0.23489,0.055735,0.231027,0.0,0.208768,0.0,0.156774,0.146735,0.0,0.031148,0.0,0.125983,0.074794,0.34834,0.006962,0.043048,0.243072,0.152988,0.178165,0.0,0.331534,0.001739,0.070625,0.0,0.234532,0.188012,0.031368,0.234884,0.0,0.051449,0.100114,0.0,0.0
2020-02-28,0.0,0.035638,0.149192,0.129299,0.170214,0.156176,0.141523,0.0,0.0,0.140151,0.03631,0.0,0.064226,0.0,0.152712,0.06783,0.07069,0.117245,0.234357,0.055735,0.231027,0.0,0.208768,0.0,0.155127,0.146735,0.0,0.030947,0.0,0.125945,0.074794,0.347963,0.005538,0.043048,0.240421,0.152681,0.172132,0.0,0.328097,0.000941,0.070149,0.0,0.234532,0.188002,0.031368,0.234884,0.0,0.050911,0.100114,0.0,0.0
2020-02-29,0.0,0.035638,0.171131,0.131605,0.169448,0.153262,0.141523,0.0,0.0,0.139864,0.034989,0.0,0.064226,0.0,0.156284,0.067176,0.067711,0.114427,0.233883,0.055735,0.231027,0.0,0.208768,0.0,0.153603,0.146735,0.0,0.03072,0.0,0.125945,0.074794,0.347611,0.004183,0.043048,0.24177,0.152398,0.166505,0.0,0.324998,0.015573,0.069681,0.0,0.234532,0.187985,0.031368,0.234884,0.0,0.050403,0.100114,0.0,0.0
2020-03-01,0.0,0.035638,0.167772,0.131351,0.168747,0.150822,0.141523,0.0,0.0,0.143473,0.033946,0.0,0.064226,0.0,0.15354,0.066492,0.064864,0.111468,0.233477,0.055735,0.231027,0.0,0.208768,0.0,0.152253,0.146735,0.0,0.030481,0.0,0.125945,0.074794,0.364139,0.002944,0.043048,0.241732,0.152142,0.161503,0.0,0.322304,0.01323,0.069243,0.0,0.234532,0.187962,0.031368,0.234884,0.0,0.049939,0.100114,0.0,0.0
2020-03-02,0.0,0.035638,0.164352,0.131056,0.168131,0.14887,0.141523,0.0,0.0,0.142798,0.033456,0.0,0.064226,0.0,0.151034,0.065815,0.062247,0.108495,0.233145,0.055735,0.231027,0.0,0.208768,0.0,0.151111,0.146735,0.0,0.052289,0.0,0.125945,0.074794,0.35938,0.001857,0.043048,0.239789,0.151917,0.157272,0.0,0.320056,0.037661,0.068853,0.0,0.234532,0.19133,0.031368,0.234884,0.0,0.049534,0.100114,0.0,0.0
2020-03-03,0.0,0.035638,0.161002,0.130738,0.168396,0.147833,0.141523,0.0,0.0,0.142756,0.033456,0.0,0.064226,0.0,0.154966,0.065178,0.059937,0.110258,0.234859,0.055735,0.231027,0.0,0.208768,0.0,0.150192,0.146735,0.0,0.050801,0.0,0.125945,0.074794,0.35774,0.000948,0.043048,0.243396,0.151723,0.153885,0.0,0.318266,0.03206,0.068523,0.0,0.234532,0.192988,0.031368,0.234884,0.0,0.049193,0.100114,0.0,0.0
2020-03-04,0.0,0.035638,0.157848,0.130419,0.170235,0.147833,0.144036,0.0,0.0,0.14202,0.033456,0.0,0.064226,0.0,0.15236,0.064608,0.057985,0.107063,0.236399,0.055735,0.231027,0.0,0.212881,0.0,0.15117,0.146735,0.0,0.047466,0.0,0.130765,0.074794,0.356057,0.000229,0.043048,0.241961,0.151563,0.16106,0.0,0.317331,0.026261,0.068258,0.0,0.234532,0.192257,0.031368,0.234884,0.0,0.04892,0.100114,0.0,0.0
2020-03-05,0.0,0.035638,0.154995,0.130115,0.170292,0.147833,0.143731,0.0,0.0,0.141322,0.033456,0.0,0.064226,0.0,0.151386,0.064124,0.056413,0.104125,0.235767,0.055735,0.231027,0.0,0.212382,0.0,0.150473,0.146735,0.0,0.044031,0.0,0.130171,0.074794,0.35151,0.0,0.043048,0.246836,0.152439,0.158121,0.00881,0.317331,0.069116,0.06808,0.0,0.234532,0.192434,0.031368,0.234884,0.0,0.050999,0.100114,0.0,0.0
2020-03-06,0.019822,0.035638,0.152522,0.129843,0.170293,0.147833,0.148006,0.0,0.0,0.140687,0.033456,0.0,0.064226,0.0,0.150482,0.063734,0.055264,0.101539,0.236839,0.055735,0.231027,0.0,0.21183,0.0,0.149934,0.146735,0.0,0.040675,0.0,0.139778,0.074794,0.348766,0.0,0.043048,0.249493,0.15319,0.155744,0.007743,0.317331,0.089865,0.070794,0.0,0.234532,0.191992,0.031368,0.234884,0.0,0.050576,0.100114,0.0,0.0
2020-03-07,0.000556,0.035638,0.150477,0.12961,0.169533,0.147833,0.147096,0.0,0.0,0.140135,0.033456,0.0,0.064226,0.0,0.163785,0.063492,0.059597,0.099366,0.236059,0.055735,0.231027,0.0,0.211257,0.0,0.151415,0.146735,0.0,0.038938,0.0,0.137856,0.08791,0.346617,0.0,0.043048,0.252665,0.152874,0.153877,0.006563,0.317331,0.088013,0.07036,0.0,0.234532,0.191084,0.031368,0.242717,0.0,0.050179,0.100114,0.0,0.0
2020-03-08,0.0,0.035638,0.148875,0.129422,0.172733,0.157551,0.146133,0.0,0.0,0.149276,0.033456,0.0,0.064226,0.0,0.160251,0.063492,0.058425,0.097632,0.235312,0.061431,0.231027,0.0,0.210694,0.0,0.159724,0.146735,0.0,0.044565,0.0,0.135813,0.097654,0.348179,0.0,0.043048,0.260509,0.152567,0.152457,0.005336,0.317331,0.010168,0.069933,0.0,0.234532,0.192523,0.031368,0.241817,0.0,0.062144,0.100114,0.0,0.0
2020-03-09,0.0,0.035638,0.148431,0.129299,0.179185,0.156253,0.145169,0.0,0.0,0.152276,0.033456,0.0,0.064226,0.0,0.156845,0.063492,0.057442,0.096587,0.234624,0.060748,0.231027,0.0,0.210167,0.0,0.158217,0.146735,0.0,0.041003,0.0,0.133759,0.094517,0.354999,0.0,0.043048,0.26914,0.152279,0.151745,0.004129,0.317331,0.005899,0.069525,0.0,0.234532,0.197684,0.031368,0.240792,0.0,0.100477,0.100114,0.0,0.0
2020-03-10,0.014371,0.035638,0.148431,0.129299,0.183568,0.161231,0.1538,0.0,0.0,0.15017,0.033774,0.0,0.064226,0.0,0.158417,0.063492,0.056631,0.096587,0.237324,0.062199,0.233468,0.0,0.209698,0.0,0.159683,0.146735,0.0,0.037797,0.0,0.136568,0.091169,0.356015,0.007156,0.043048,0.269054,0.152019,0.151745,0.064931,0.318181,0.008578,0.069147,0.0,0.234532,0.196442,0.031368,0.239709,0.0,0.093665,0.100114,0.0,0.0
2020-03-11,0.102923,0.035638,0.148431,0.129299,0.183457,0.162511,0.1617,0.019636,0.0,0.149196,0.033797,0.0,0.064226,0.0,0.15499,0.063492,0.060983,0.096587,0.236408,0.061138,0.233172,0.0,0.209301,0.0,0.159417,0.146735,0.0,0.036219,0.0,0.145739,0.087795,0.353349,0.006282,0.043048,0.282674,0.151793,0.151745,0.061065,0.32144,0.005244,0.068809,0.0,0.234532,0.199335,0.031368,0.238629,0.0,0.096003,0.102127,0.0,0.0
2020-03-12,0.178561,0.035638,0.148431,0.130666,0.187762,0.171679,0.161106,0.01725,0.034069,0.148672,0.03379,0.0,0.064226,0.0,0.15189,0.063492,0.059859,0.099438,0.239141,0.06006,0.232845,0.0,0.208983,0.0,0.157361,0.146735,0.048116,0.034996,0.0,0.142145,0.084563,0.350916,0.005323,0.043048,0.279324,0.151606,0.158941,0.086378,0.327702,0.002608,0.068518,0.0,0.234532,0.20322,0.031368,0.239497,0.0,0.092313,0.101882,0.0,0.0
2020-03-13,0.244347,0.035638,0.148431,0.132054,0.193041,0.172608,0.165271,0.014615,0.02993,0.151355,0.046846,0.0,0.064226,0.0,0.149191,0.065837,0.058797,0.103465,0.23793,0.066233,0.242333,0.0,0.208768,0.0,0.157039,0.151401,0.101558,0.03515,0.0,0.144049,0.104882,0.359951,0.020007,0.043048,0.290724,0.153008,0.170808,0.112988,0.326229,0.078555,0.068278,0.0,0.237959,0.209144,0.031368,0.24019,0.0,0.139727,0.103497,0.0,0.0
2020-03-14,0.262474,0.048403,0.148431,0.139206,0.203896,0.174202,0.164027,0.011881,0.025358,0.155469,0.069537,0.0,0.064226,0.0,0.150234,0.068878,0.05782,0.102344,0.250173,0.087872,0.249809,0.0,0.227444,0.021386,0.165168,0.150834,0.164893,0.036148,0.0,0.140141,0.153272,0.371218,0.118302,0.109693,0.315451,0.179262,0.173682,0.133293,0.360766,0.12558,0.068092,0.0,0.239748,0.228109,0.062357,0.238936,0.009707,0.12227,0.109653,0.0,0.0
2020-03-15,0.3162,0.081052,0.148431,0.155974,0.381008,0.292636,0.194176,0.009193,0.020614,0.195998,0.160109,0.077356,0.106605,0.005402,0.165134,0.087028,0.137808,0.101235,0.328158,0.097453,0.273894,0.025543,0.31534,0.018788,0.172149,0.176819,0.207094,0.043644,0.0,0.136509,0.355863,0.413075,3.650218,0.163202,0.390355,0.241688,0.17011,0.206131,0.443824,0.265897,0.082529,0.034112,0.251209,0.353799,0.258173,0.287585,0.112754,0.379535,0.131193,0.0,0.0
2020-03-16,0.354719,0.075184,0.148431,0.164764,0.633976,0.363856,0.256073,0.006679,0.01595,0.27403,0.360822,0.282292,0.155053,0.076499,0.176308,0.109758,0.056207,0.468077,0.463155,0.119393,0.423399,0.045838,0.454612,0.015918,0.215319,0.172936,0.165662,0.241389,0.0,0.133267,0.483168,0.637613,7.460413,0.474205,0.546351,0.283549,0.166477,0.228425,0.917537,0.354721,0.06808,0.161623,0.432428,0.609302,0.347325,0.280552,0.155376,0.666266,0.18132,0.0,0.0
2020-03-17,0.337858,0.109586,0.248084,0.167785,0.661559,0.444096,0.277774,0.00444,0.053638,0.349149,0.383746,0.201479,0.149835,0.122154,0.179325,0.113465,0.089535,0.544746,0.48958,0.140179,0.420549,0.126211,0.540593,0.036457,0.213364,0.192339,0.11426,0.293437,0.203375,0.146872,0.635435,0.713493,7.169633,0.462917,0.608902,0.321359,0.173583,0.25737,0.990809,0.374807,0.077688,0.435577,0.463774,0.629808,0.352809,0.286021,0.230842,0.727155,0.206607,0.0,0.0
2020-03-18,0.370839,0.332961,0.41855,0.166862,0.703448,0.426844,0.291016,0.052893,0.183214,0.424818,0.460529,0.323074,0.135893,0.122633,0.209282,0.1183,0.137187,0.633606,0.633595,0.158639,0.417252,0.215115,0.884467,0.030672,0.247797,0.254957,0.220787,0.336735,0.316346,0.170014,0.932642,0.838802,6.939443,0.488946,0.73651,0.361635,0.206326,0.332809,1.121475,0.441662,0.080145,0.537639,0.543115,0.759886,0.426719,0.290713,0.244264,0.720902,0.296071,0.170789,0.037988
2020-03-19,0.383222,0.41304,0.526405,0.168759,0.875774,0.499076,0.366148,0.338446,0.257145,0.532168,0.510771,0.317044,0.14183,0.278594,0.244427,0.201817,0.222721,0.614675,0.866199,0.18413,0.420608,0.403052,1.14531,0.043632,0.254562,0.487713,0.311371,0.394769,0.272329,0.170212,1.326466,0.9437,5.655858,0.480678,0.867577,0.377673,0.219036,0.454819,1.329253,0.488667,0.091804,0.062824,0.709546,0.89516,0.689495,0.286509,0.251146,0.809525,0.45593,0.264722,0.077001
2020-03-20,0.551548,0.487967,0.659522,0.186199,0.979982,0.663375,0.645317,0.040585,0.740681,0.710147,0.573403,0.26232,0.146933,0.361827,0.262662,0.395933,0.340141,0.688501,1.119397,0.22964,0.5748,0.389125,1.191335,0.111934,0.259821,0.74227,0.35115,0.44003,0.270708,0.298318,1.594432,1.131354,4.542363,0.480731,0.965083,0.412981,0.302729,0.422174,1.692564,0.597011,0.16739,0.048918,0.885049,1.061912,0.75815,0.311926,0.309938,0.824691,0.575131,0.420002,0.066604
2020-03-21,0.711189,0.727749,0.918906,0.310889,1.200773,0.689285,1.006747,0.034847,1.166964,0.835344,0.709218,0.14781,0.164781,0.721502,0.617513,0.700782,0.47684,0.932094,1.362041,0.341753,0.749255,0.446372,1.421821,0.315348,0.302305,0.952887,0.334937,0.509578,0.319893,0.455597,1.788311,1.422742,3.534303,0.777363,1.273004,0.438959,0.384546,0.54051,1.887182,0.589043,0.405989,0.089034,1.162156,1.267317,0.966522,0.545362,0.399326,0.881471,0.720529,0.463446,0.055459
2020-03-22,0.895008,1.085116,1.16075,0.56294,1.40007,1.208412,1.448733,0.282262,1.460159,1.00374,0.938946,0.146695,0.184119,1.189094,1.022302,0.821445,0.482281,1.879398,1.769762,0.467732,1.167193,0.553505,1.742997,0.467509,0.465203,1.600927,0.285419,0.724734,0.351936,0.680081,1.979903,1.899325,2.595082,1.203728,2.116913,0.582277,0.974792,0.632111,2.502796,0.601621,1.014422,0.11961,1.738384,1.584716,1.545715,0.891114,0.463785,0.866536,1.128449,0.52978,0.044183
2020-03-23,0.987525,1.217841,1.352255,0.744289,1.855373,1.442302,1.929424,0.645168,1.632841,1.184679,1.185584,0.086359,0.487494,1.686999,1.764946,1.501146,0.609586,2.545233,2.478246,0.529579,1.670893,0.619209,2.200797,0.727417,0.957249,3.038637,0.275942,1.120483,0.368895,0.844286,2.172114,2.68744,1.448921,1.888657,3.507249,0.623977,1.547213,0.853075,3.629734,0.632696,1.093018,0.143042,2.755454,1.694066,3.929001,1.177121,0.474538,1.01802,1.511247,0.610963,0.253497
2020-03-24,1.026756,1.153156,1.402045,0.796331,1.747731,1.471458,2.01334,1.375462,1.883493,1.205076,1.117784,0.199846,0.495064,1.66859,1.850141,1.451599,0.658243,2.312875,2.543656,0.708559,1.613729,0.49773,2.149907,0.834023,0.993097,3.045381,0.195899,1.046743,0.688135,0.862969,2.123999,2.636222,0.78813,1.764234,3.906423,0.614567,1.495872,0.81254,3.400724,0.693385,1.10358,0.338306,2.654999,1.649962,4.401406,1.194432,0.569124,0.990627,1.444253,0.774386,1.047719
2020-03-25,1.05233,0.991582,1.457906,0.803607,1.70792,1.504,2.022523,1.2517,2.264169,1.208828,1.04769,0.137203,0.481896,1.586475,1.869183,1.444246,0.800257,2.224557,2.618643,0.76864,1.655242,0.430752,2.150949,0.800247,1.040831,3.135446,0.154441,0.949536,0.942379,0.911742,1.899569,2.75633,0.304775,1.780229,4.269969,0.578432,1.378799,0.678431,3.30295,0.710804,1.136972,0.571473,2.595636,1.620364,6.155287,1.214837,0.56206,0.970136,1.469421,0.906193,1.507485
